KOTA,KATEGORI USAHA,TAHUN,JENIS KELAMIN,UMUR,PENDIDIKAN TERAKHIR,STATUS,JENIS LAPANGAN USAHA,KBLI,SERTIFIKASI,KLASIFIKASI USAHA,WILAYAH PEMASARAN UKM
PAMEKASAN,CEMILAN,2019,PEREMPUAN,28,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMBUAT KRIPIK TELO UNGU,2020,PEREMPUAN,25,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMPRODUKSI BAPER (SAMBAL PETIS MADURA),2019,PEREMPUAN,39,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1075.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
PAMEKASAN,MEBEL,2016,LAKI-LAKI,39,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2395.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMBUAT LAMPU HIAS DARI BAHAN PIPA PVC,2020,LAKI-LAKI,30,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2740.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,PEMBUATAN MUKENAH,2020,PEREMPUAN,37,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1413.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MINUMAN RINGAN (INFUSED WATER ICHA),2020,LAKI-LAKI,33,TAMAT SLTP,IUMK,INDUSTRI PENGOLAHAN,1104.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
PAMEKASAN,SONGKOL NASIONAL,2020,LAKI-LAKI,35,TAMAT SLTP,UD,INDUSTRI PENGOLAHAN,1413.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMBUAT ASESORIES HANDMADE,2014,PEREMPUAN,46,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
PAMEKASAN,PRODUKSI KAIN ECOPRINT,2019,PEREMPUAN,33,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,AKSESORIS & CRAFT,2013,PEREMPUAN,32,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMBUAT SAMBAL IKAN ASAP PARI,2017,PEREMPUAN,33,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1021.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
PAMEKASAN,"BAWANG MERAH GORENG, BAWANG PUTIH GORENG",2018,PEREMPUAN,33,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,OLAHAN IKAN LELE,2019,LAKI-LAKI,30,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1021.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
PAMEKASAN,MEMBUAT JAMU/MINUMAN HERBAL RAMUAN MADURA,2019,PEREMPUAN,43,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PAMEKASAN,BORDIR,2016,PEREMPUAN,33,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,"TAS KULIT, TAS ECOPRINT, TAS BATIK",2011,PEREMPUAN,32,S1/ LEBIH,UD,AKTIVITAS JASA LAINNYA,1512.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PAMEKASAN,EMPING JAGUNG,2020,PEREMPUAN,38,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,MENGOLAH IKAN CRISPY,2016,LAKI-LAKI,37,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,HALAL,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
PAMEKASAN,RENGGINANG LORJUK JOOELY,2019,PEREMPUAN,39,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,CATERING & ARABIAN FOOD,2010,PEREMPUAN,28,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,5629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMBUAT TAHU WALIK DAN SAMBEL GORENG,2020,PEREMPUAN,37,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,PRODUKSI IKAN KRISPI,2016,LAKI-LAKI,31,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1021.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
PAMEKASAN,MEMBUAT SAMBAL PETIS MADURA (BAPER),2019,PEREMPUAN,39,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
PAMEKASAN,MERIAS DAN MEMBUAT BAJU BONEKA,2005,PEREMPUAN,49,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3240.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,KRIPIK TEMPE,2017,LAKI-LAKI,35,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,PRODUKSI IKAN KRISPI,2016,LAKI-LAKI,31,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
PAMEKASAN,MINUMAN RINGAN (INFUSED WATER ICHA),2020,LAKI-LAKI,33,TAMAT SLTP,IUMK,INDUSTRI PENGOLAHAN,,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
PAMEKASAN,BAJU,2018,PEREMPUAN,44,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MEMBUAT JAMU/MINUMAN HERBAL RAMUAN MADURA,2019,PEREMPUAN,43,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PAMEKASAN,KRIPIK SINGKONG,2016,LAKI-LAKI,48,TAMAT SLTA,YAYASAN,INDUSTRI PENGOLAHAN,1031.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,CATERING & ARABIAN FOOD,2010,PEREMPUAN,28,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PAMEKASAN,MERIAS DAN MEMBUAT BAJU BONEKA,2005,PEREMPUAN,49,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PAMEKASAN,PUSAT OLEH OLEH KHAS MADURA,2017,PEREMPUAN,48,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4724.0,"HALAL, MD/ BPOM, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA KEDIRI,ES KRIM BEKU DAN ES KRIM BUBUK,2015,PEREMPUAN,45,S1/ LEBIH,UD,"PENGADAAN AIR, PENGELOLAAN SAMPAH DAN DAUR ULANG",3530.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA KEDIRI,"MEMBUAT COOKIES, SAMBEL PECEL, CHEESE STICK",2019,PEREMPUAN,28,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
KOTA KEDIRI,MEMBUAT BATIK,2016,PEREMPUAN,52,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA KEDIRI,MEMBUAT KERAJINAN BATIK,2012,PEREMPUAN,71,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1313.0,"MERK, ISO 22000: 2018",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA KEDIRI,"PRODUKSI BATIK TULIS, CAP, CAPLIS",2011,PEREMPUAN,41,TAMAT D3,CV,INDUSTRI PENGOLAHAN,1313.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA KEDIRI,BUDIDAYA LELE,2015,LAKI-LAKI,62,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",322.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA KEDIRI,MEMBATIK,2016,PEREMPUAN,54,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA KEDIRI,SAMBEL PECEL,2014,PEREMPUAN,47,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA BLITAR,RENTAL COMIC DAN MAMIN,1990,PEREMPUAN,51,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,7729.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,"WEDANG UWUH, KUE, RAJUT",2014,PEREMPUAN,38,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,MEMBUAT KERIPIK PISANG,2019,PEREMPUAN,26,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,PERIKANAN KOI,2017,LAKI-LAKI,25,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",322.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA BLITAR,KAIN BATIK,2009,PEREMPUAN,48,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,MEMBUAT KERIPIK PISANG,2019,PEREMPUAN,26,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,RENTAL KOMIC DAN MINUMAN,1990,PEREMPUAN,51,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,7729.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,MEMBUAT KERAJINAN BATU MARMER,2020,PEREMPUAN,43,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2196.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA BLITAR,"PERSEWAAN KOMIK, DAN MINUMAN",1990,PEREMPUAN,52,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,7722.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,CATERING,2016,PEREMPUAN,55,S1/ LEBIH,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5629.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,LOKAL KABUPATEN
KOTA MALANG,"PRODUKSI SAYURAN SEHAT,VCO.KREPEK SAYUR",2015,PEREMPUAN,58,S1/ LEBIH,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",113.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,PEMBUATAN TEMPE,2001,LAKI-LAKI,46,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1039.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,TEMPE,1993,PEREMPUAN,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1039.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
KOTA MALANG,HIJAB SYAR'I DAN MASKER BATIK,2020,PEREMPUAN,43,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MEMPRODUKSI AKSESORIS FASHION DAN HOME DEKOR DARI RAJUTAN DAN SULAM,2019,PEREMPUAN,37,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT COKLAT KARAKTER,2015,PEREMPUAN,38,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1073.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,AYAM BAKAR,2010,PEREMPUAN,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,PRODUKSI MASKER KAIN DAN SLING BAG,2017,PEREMPUAN,38,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,BATIK TULIS,2018,PEREMPUAN,48,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,PEMBUATAN KRIYA DARI KAIN PERCA,2019,PEREMPUAN,44,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT BUSANA WANITA DAN ANAK,2011,PEREMPUAN,59,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1411.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"KERAJINAN BERBAHAN DASAR TEKSTIL ( TAS, DOMPET, MASKER, BEDCOVER, SARUNG BANTAL )",2017,PEREMPUAN,58,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1413.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,AYAM BAKAR,2010,PEREMPUAN,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
KOTA MALANG,DAWET JAGUNG,2019,LAKI-LAKI,53,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,KONVEKSI PAKAIAN,2018,LAKI-LAKI,30,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1411.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MEMBUAT BUMBU PECEL,2019,LAKI-LAKI,60,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1075.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"TAS, SEPATU, BAJU",2018,PEREMPUAN,43,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4771.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,"KOPI HERBAL,KERIPIK PARE CRISPI",2017,PEREMPUAN,50,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,PRODUKSI PAKAIAN & CRAFT,2018,PEREMPUAN,55,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,MEMBUAT SOUVENIR FLANEL,2015,PEREMPUAN,37,TAMAT SLTP,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,DESAIN GRAFIS DAN PRINTING,2000,LAKI-LAKI,39,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,SAMBEL PECEL,2014,PEREMPUAN,50,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1075.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,KERAJINAN RAJUT,2019,LAKI-LAKI,22,TAMAT SLTA,YAYASAN,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT DAN MENJUAL ANEKA KRIPIK BUAH DAN SEBLAK KERING,2019,LAKI-LAKI,42,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"1.PERCETAKAN , 2.PETERNAKAN KAMBING DAN SAPI",2020,LAKI-LAKI,44,TAMAT SLTA,YAYASAN,"PERTANIAN, KEHUTANAN & PERIKANAN",141.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,ALHAYAT MART DAN PRODUKSI AIR MINERAL,2010,LAKI-LAKI,43,S1/ LEBIH,YAYASAN,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
KOTA MALANG,WARUNG MAKAN,2017,PEREMPUAN,36,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KOTA MALANG,"FROZEN FOOD HOME MADE, SAMBAL, SAMBAL PECEL",2018,PEREMPUAN,42,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1075.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,BAWANG HITAM LANANG DAN MADU BAWANG HITAM LANANG,2020,PEREMPUAN,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1031.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,RISOLES FROZEN,2019,PEREMPUAN,37,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1075.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,OLAHAN IKAN,2017,PEREMPUAN,39,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1021.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,DEGAN JELLY,2020,PEREMPUAN,30,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,LOKAL KABUPATEN
KOTA MALANG,MEMBUAT TAKOYAKI & MINUMAN,2021,PEREMPUAN,39,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MENYEDIAKAN JASA OPTIMASI SOSIAL MEDIA,2020,LAKI-LAKI,26,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,7020.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,PLATFORM EDUKASI FASHION,2019,PEREMPUAN,25,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PENDIDIKAN,8549.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,"PRODUKSI TAS, POUCH, SOUVENIR KULIT DAN KAIN TRADITIONAL",2016,PEREMPUAN,43,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1512.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,MEMBUAT KERAJINAN FLANEL MAINAN EDUKASI,2020,PEREMPUAN,32,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4778.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,"MEMBUAT KERAJINAN TAS,DOMPET BERBAHAN PANDAN,PLASTIK DAN KULIT SINTETIS YG DIFINISHING TEHNIK DECOUPAGE,LUKIS DAN SOSPESO",2008,PEREMPUAN,37,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1512.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,HOMEDECORE,2013,PEREMPUAN,48,S1/ LEBIH,IUMK,KONSTRUKSI,4330.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,MEMBUAT KERAJINAN TANGAN SANDAL,2000,PEREMPUAN,51,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1511.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,MEMBUAT PRODUK RAJUT,2018,PEREMPUAN,56,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT KERAJINAN ROTAN,2019,PEREMPUAN,38,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
